contribution_date,amount,contributor_name,sector_category,alignment,candidate_name,office
2026-03-20,1000.0,Elevance,health_insurer,neutral,Amy Paulin,assembly
2025-04-22,1000.0,American Nurses Assn. (ANA-NY PAC),industry_association,neutral,Amy Paulin,assembly
2026-03-13,1000.0,United New York Ambulance Network (UNYAN),industry_association,neutral,Edward P Ra,assembly
2026-03-27,1000.0,Healthcare Association of New York State (HANYS),industry_association,unknown,Edward P Ra,assembly
2025-04-10,1000.0,Health Plan Assoc. PAC,industry_association,neutral,J. Garry Pretlow,assembly
2024-11-12,1000.0,Merck,pharma,neutral,Edward P Ra,assembly
2021-05-19,1000.0,District Council 37 (DC37),union,blocker,Jaime R. Williams,assembly
2026-05-05,1000.0,Upstate Health Advocacy Project (UHAP),industry_association,neutral,Edward P Ra,assembly
2022-08-25,1000.0,Merck,pharma,neutral,Erik Martin Dilan,assembly
2025-05-22,1000.0,Coalition of Asian-American Independent Practice Associations,industry_association,unknown,Jen Lunsford,assembly
2025-11-18,1000.0,Healthcare Association of New York State (HANYS),industry_association,unknown,Brian Cunningham,assembly
2025-12-29,1000.0,Molina Healthcare,health_insurer,neutral,Brian Cunningham,assembly
2021-10-04,1000.0,Healthcare Association of New York State (HANYS),industry_association,unknown,Erik Martin Dilan,assembly
2021-11-23,1000.0,Elevance,health_insurer,neutral,J. Garry Pretlow,assembly
2025-09-30,1000.0,Centene,health_insurer,neutral,J. Garry Pretlow,assembly
2023-06-09,1000.0,New York Chiropractic Pac,industry_association,neutral,Patricia A. Fahy,assembly
2022-10-26,1000.0,New York State Dental Association PAC (NYSDAPAC),industry_association,unknown,Edward C Braunstein,assembly
2024-11-02,1000.0,Coalition of Asian-American Independent Practice Associations,industry_association,unknown,Jeffrey Dinowitz,assembly
2023-08-25,1000.0,NYS Clinical Laboratory Association PAC,industry_association,neutral,Patricia A. Fahy,assembly
2023-03-22,1000.0,Nurse Practitioners Of NY State PAC,industry_association,neutral,Patricia A. Fahy,assembly
2023-04-11,1000.0,NY Assn. of Nurse Anesthetists,industry_association,neutral,Patricia A. Fahy,assembly
2022-06-25,1000.0,District Council 37 (DC37),union,blocker,Rebecca A. Seawright,assembly
2026-04-03,1000.0,Cigna,health_insurer,neutral,Amy Paulin,assembly
2020-10-01,1000.0,Leadingage New York Pac,industry_association,neutral,Rebecca A. Seawright,assembly
2020-07-08,1000.0,Healthcare Association of New York State (HANYS),industry_association,unknown,Rebecca A. Seawright,assembly
2021-07-14,1000.0,Elevance,health_insurer,neutral,Rebecca A. Seawright,assembly
2023-04-20,1000.0,New York State Dental Association PAC (NYSDAPAC),industry_association,unknown,Rebecca A. Seawright,assembly
2026-03-20,1000.0,NY Assn. of Nurse Anesthetists,industry_association,neutral,Anna Kelles,assembly
2026-03-31,1000.0,Healthcare Association of New York State (HANYS),industry_association,unknown,Nily D Rozic,assembly
2023-08-22,1000.0,Montefiore Health System,hospital_health_system_provider,neutral,J. Garry Pretlow,assembly
2023-03-22,1000.0,Richmond Center for Rehabilitation and N,post_acute_long_term_care,neutral,Amy Paulin,assembly
2023-04-11,1000.0,Healthcare Association of New York State (HANYS),industry_association,unknown,Patricia A. Fahy,assembly
2024-05-28,1000.0,Surgeon Pac,industry_association,neutral,Amy Paulin,assembly
2023-03-01,1000.0,Sun Medical Care PC,hospital_health_system_provider,neutral,Amy Paulin,assembly
2020-06-01,1000.0,Elevance,health_insurer,neutral,Catherine T. Nolan,assembly
2024-03-14,1000.0,Pharmacists Society of the State of New York,industry_association,unknown,Jeffrey Dinowitz,assembly
2026-03-13,1000.0,Capital District Physicians' Health Plan (CDPHP),health_insurer,neutral,Edward P Ra,assembly
2021-11-16,1000.0,NYS Podiatric Assn.,industry_association,neutral,J. Garry Pretlow,assembly
2020-02-11,1000.0,NYS Podiatric Assn.,industry_association,neutral,J. Garry Pretlow,assembly
2025-05-30,1000.0,New York State Society of Anesthesiologists,industry_association,unknown,J. Garry Pretlow,assembly
2026-02-27,1000.0,New York State Society of Anesthesiologists,industry_association,unknown,J. Garry Pretlow,assembly
2021-11-16,1000.0,Nurse Practitioners Of NY State PAC,industry_association,neutral,J. Garry Pretlow,assembly
2023-05-27,1000.0,Chain Pharmacy Association of New York State,industry_association,neutral,Amy Paulin,assembly
2024-10-18,1000.0,Healthcare Association of New York State (HANYS),industry_association,unknown,Deborah Glick,assembly
2024-06-17,1000.0,Empire State Assn. of Assisted Living (ESAAL),industry_association,unknown,Donna A Lupardo,assembly
2026-05-27,1000.0,Upstate Health Advocacy Project (UHAP),industry_association,neutral,Alicia A. Hyndman,assembly
2025-10-28,1000.0,Healthcare Association of New York State (HANYS),industry_association,unknown,Erik Martin Dilan,assembly
2020-09-16,1000.0,Elevance,health_insurer,neutral,Ellen C. Jaffee,assembly
2025-05-22,1000.0,Coalition of Asian-American Independent Practice Associations,industry_association,unknown,Edward C Braunstein,assembly
2026-05-14,1000.0,Elevance,health_insurer,neutral,Edward C Braunstein,assembly
2025-01-14,1000.0,Merck,pharma,neutral,Erik Martin Dilan,assembly
2023-06-26,1000.0,District Council 37 (DC37),union,blocker,Amanda Septimo,assembly
2020-10-26,1000.0,The Ny School For Medical & Dental Assts,hospital_health_system_provider,neutral,Alicia A. Hyndman,assembly
2026-05-27,1000.0,NYS Council of Health System,industry_association,neutral,Alicia A. Hyndman,assembly
2026-01-10,1000.0,New York State Dental Association PAC (NYSDAPAC),industry_association,neutral,Alicia A. Hyndman,assembly
2022-04-17,1000.0,District Council 37 (DC37),union,blocker,Nathalia Fernandez,assembly
2021-09-27,1000.0,District Council 37 (DC37),union,blocker,Nathalia Fernandez,assembly
2020-06-15,1000.0,Elevance,health_insurer,neutral,Felix W Ortiz,assembly
2025-03-31,1000.0,NY State Psychiatric PAC,industry_association,neutral,Alicia A. Hyndman,assembly
2025-02-27,1000.0,NY Radiological Society,industry_association,neutral,Alicia A. Hyndman,assembly
2026-04-27,1000.0,NY Assn. of Nurse Anesthetists,industry_association,neutral,Alicia A. Hyndman,assembly
2025-01-10,1000.0,Pharmacists Society of the State of New York,industry_association,unknown,Alicia A. Hyndman,assembly
2022-10-18,1000.0,Elevance,health_insurer,neutral,Edward C Braunstein,assembly
2022-06-16,1000.0,District Council 37 (DC37),union,blocker,Alfred Taylor,assembly
2021-11-03,1000.0,Healthcare Association of New York State (HANYS),industry_association,neutral,Alfred Taylor,assembly
2020-05-19,1000.0,New York State Assoc. of Healthcare Providers (NYSHCP),industry_association,neutral,Harry Bronson,assembly
2025-12-25,1000.0,Healthcare Association of New York State (HANYS),industry_association,unknown,Edward Gibbs,assembly
2026-06-25,1000.0,Healthcare Association of New York State (HANYS),industry_association,unknown,Edward Gibbs,assembly
2023-04-13,1000.0,Elevance,health_insurer,neutral,Edward P Ra,assembly
2024-01-09,1000.0,Merck,pharma,neutral,Edward P Ra,assembly
2024-05-09,1000.0,American Nurses Assn. (ANA-NY PAC),industry_association,neutral,Amy Paulin,assembly
2026-03-31,1000.0,MVP Health Care,health_insurer,neutral,Jen Lunsford,assembly
2023-02-02,1000.0,Eli Lilly,pharma,neutral,Edward C Braunstein,assembly
2024-05-02,1000.0,New York State Society of Anesthesiologists,industry_association,neutral,Edward C Braunstein,assembly
2024-03-28,1000.0,Healthcare Association of New York State (HANYS),industry_association,unknown,Edward P Ra,assembly
2024-10-29,1000.0,Merck,pharma,neutral,Edward C Braunstein,assembly
2024-11-04,1000.0,Merck,pharma,neutral,Alicia A. Hyndman,assembly
2021-12-31,1000.0,Montefiore Health System,hospital_health_system_provider,neutral,Nathalia Fernandez,assembly
2025-12-04,1000.0,Molina Healthcare,health_insurer,neutral,Jen Lunsford,assembly
2024-05-01,1000.0,Health Care Providers PAC,industry_association,neutral,Jen Lunsford,assembly
2026-02-24,1000.0,Molina Healthcare,health_insurer,neutral,Jen Lunsford,assembly
2024-06-03,1000.0,Centene,health_insurer,neutral,Jen Lunsford,assembly
2026-03-26,1000.0,Centene,health_insurer,neutral,Jen Lunsford,assembly
2026-04-01,1000.0,EmblemHealth,health_insurer,neutral,Jen Lunsford,assembly
2026-03-02,1000.0,NY Assn. of Nurse Anesthetists,industry_association,neutral,Jen Lunsford,assembly
2026-04-23,1000.0,United Healthcare / UnitedHealth Group (UHC/UHG),health_insurer,neutral,Jen Lunsford,assembly
2026-03-20,1000.0,Capital District Physicians' Health Plan (CDPHP),health_insurer,neutral,Amy Paulin,assembly
2022-03-26,1000.0,PEG GENERAL DENTAL,hospital_health_system_provider,neutral,George Alvarez,assembly
2020-10-26,1000.0,Merck,pharma,neutral,Alicia A. Hyndman,assembly
2026-03-26,1000.0,American Nurses Assn. (ANA-NY PAC),industry_association,neutral,Amy Paulin,assembly
2024-05-14,1000.0,MVP Health Care,health_insurer,neutral,Jen Lunsford,assembly
2024-04-08,1000.0,New York State Society of Anesthesiologists,industry_association,neutral,Alicia A. Hyndman,assembly
2025-11-17,1000.0,Eli Lilly,pharma,neutral,Alicia A. Hyndman,assembly
2022-05-20,1000.0,District Council 37 (DC37),union,blocker,Amanda Septimo,assembly
2026-01-10,1000.0,Chain Pharmacy Association of New York State,industry_association,neutral,Alicia A. Hyndman,assembly
2024-03-18,1000.0,Merck,pharma,neutral,Alicia A. Hyndman,assembly
2025-04-12,1000.0,Ny Physical Therapy Association,industry_association,neutral,Alicia A. Hyndman,assembly
2023-03-27,1000.0,NY Radiological Society,industry_association,neutral,Patricia A. Fahy,assembly
2026-04-27,1000.0,Nurse Practitioners Of NY State PAC,industry_association,neutral,Alicia A. Hyndman,assembly
2025-05-05,1000.0,Nurse Practitioners Of NY State PAC,industry_association,neutral,Alicia A. Hyndman,assembly
2026-04-27,1000.0,New York Chiropractic Pac,industry_association,neutral,Alicia A. Hyndman,assembly
2025-05-28,1000.0,New York Chiropractic Pac,industry_association,neutral,Alicia A. Hyndman,assembly
2024-01-12,1000.0,Merck,pharma,neutral,Alicia A. Hyndman,assembly
2024-11-14,850.0,Merck,pharma,neutral,Tony Simone,assembly
2025-09-26,850.0,"KPH Healthcare Services, Inc",hospital_health_system_provider,neutral,Mark C. Walczyk,state_senate
2024-07-18,833.0,Kimon Bekelis Physician PC,hospital_health_system_provider,neutral,Andrea Stewart-Cousins,state_senate
2022-08-29,800.0,Elevance,health_insurer,neutral,Patricia A. Fahy,assembly
2026-05-08,800.0,Elevance,health_insurer,neutral,George M. Borrello,state_senate
2020-02-26,800.0,New York State Dental Association PAC (NYSDAPAC),industry_association,unknown,Joseph A. Griffo,state_senate
2021-06-17,800.0,CENTRAL NY BIOMEDICAL RESEARCH FUND,other_healthcare_related,neutral,Joseph A. Griffo,state_senate
2026-03-25,800.0,Merck,pharma,neutral,Joseph P. Addabbo Jr.,state_senate
2020-01-10,800.0,CENTRAL NY BIOMEDICAL RESEARCH FUND,other_healthcare_related,neutral,Joseph A. Griffo,state_senate
2024-05-15,800.0,Empress Ambulance Service Inc,other_healthcare_related,neutral,Matthew Slater,assembly
2022-04-12,800.0,United New York Ambulance Network (UNYAN),industry_association,neutral,John T. Mcdonald III,assembly
2022-06-15,800.0,New York State Dental Association PAC (NYSDAPAC),industry_association,unknown,Gustavo Rivera,state_senate
2024-03-14,800.0,Nassau County Police Medic Association P,industry_association,neutral,Jack M. Martins,state_senate
2021-08-14,800.0,Committee for Medical Eye Care,industry_association,neutral,John T. Mcdonald III,assembly
2026-06-02,760.0,Elevance,health_insurer,neutral,Nathalia Fernandez,state_senate
2022-06-13,750.0,New York State Society of Anesthesiologists,industry_association,unknown,Peter Harckham,state_senate
2025-09-11,750.0,New York State Dental Association PAC (NYSDAPAC),industry_association,neutral,Cordell Cleare,state_senate
2020-03-16,750.0,Medical Society of the State of New York,industry_association,neutral,John J Flanagan,state_senate
2020-03-16,750.0,Healthcare Association of New York State (HANYS),industry_association,unknown,John J Flanagan,state_senate
2020-02-28,750.0,Greater New York Hospital Association (GNYHA),industry_association,neutral,John J Flanagan,state_senate
2026-02-18,750.0,New York State Dental Association PAC (NYSDAPAC),industry_association,neutral,Cordell Cleare,state_senate
2024-04-01,750.0,Nurse Practitioners Of NY State PAC,industry_association,neutral,Samra Brouk,state_senate
2025-03-11,750.0,New York State Dental Association PAC (NYSDAPAC),industry_association,neutral,Robert G Ortt,state_senate
2024-07-23,750.0,Greater New York Hospital Association (GNYHA),industry_association,neutral,Samra Brouk,state_senate
2025-08-12,750.0,United New York Ambulance Network (UNYAN),industry_association,neutral,Kenneth Blankenbush,assembly
2026-02-13,750.0,Union of American Physicians,hospital_health_system_provider,neutral,Crystal D Peoples,assembly
2022-02-28,750.0,Nurse Practitioners Of NY State PAC,industry_association,neutral,Deborah Glick,assembly
2026-01-17,750.0,New York State Dental Association PAC (NYSDAPAC),industry_association,neutral,Robert G Ortt,state_senate
2024-03-21,750.0,Healthcare Association of New York State (HANYS),industry_association,unknown,Jeffrey Dinowitz,assembly
2020-06-03,750.0,New York State Society of Anesthesiologists,industry_association,unknown,Catherine T. Nolan,assembly
2026-03-10,750.0,Upstate Health Advocacy Project (UHAP),industry_association,neutral,Gustavo Rivera,state_senate
2026-03-23,750.0,PhRMA,pharma,neutral,Gustavo Rivera,state_senate
2023-04-01,750.0,New York State Society of Anesthesiologists,industry_association,neutral,Rebecca A. Seawright,assembly
2025-05-15,750.0,"Independent Health Care Services, Inc",hospital_health_system_provider,neutral,Pamela Hunter,assembly
2023-03-30,750.0,Healthcare Association of New York State (HANYS),industry_association,unknown,Jeffrey Dinowitz,assembly
2026-04-27,750.0,Medical Society of the State of New York,industry_association,neutral,Jeffrey Dinowitz,assembly
2025-10-14,750.0,Union of AMerican Physicians & Dentist,hospital_health_system_provider,neutral,William C. Conrad Ill,assembly
2022-01-14,750.0,Molina Healthcare,health_insurer,neutral,Luis R. Sepulveda,state_senate
2025-02-22,750.0,NY Radiological Society,industry_association,neutral,Jeffrey Dinowitz,assembly
2022-07-05,750.0,Nurse Practitioners Of NY State PAC,industry_association,neutral,Jeremy Cooney,state_senate
2023-10-20,750.0,Abbott Laboratories,medical_device,unknown,Gustavo Rivera,state_senate
2025-03-17,750.0,New York State Assoc. of Healthcare Providers (NYSHCP),industry_association,neutral,Jeffrey Dinowitz,assembly
2024-10-01,750.0,New York State Society of Anesthesiologists,industry_association,unknown,Jen Lunsford,state_senate
2022-08-16,750.0,LI Physician Assoc,hospital_health_system_provider,neutral,Lee Michael Zeldin,governor
2025-06-09,750.0,Medical Society of the State of New York,industry_association,neutral,Jeffrey Dinowitz,assembly
2023-09-27,750.0,Abbott Laboratories,medical_device,unknown,Peter Harckham,state_senate
2023-11-13,750.0,PhRMA,pharma,neutral,Michael Gianaris,assembly
2024-05-03,750.0,"KPH Healthcare Services, Inc",hospital_health_system_provider,neutral,Gustavo Rivera,state_senate
2025-03-04,750.0,Healthcare Association of New York State (HANYS),industry_association,unknown,Jeffrey Dinowitz,assembly
2022-02-01,750.0,Molina Healthcare,health_insurer,neutral,Michael Gianaris,assembly
2025-03-14,750.0,Chain Pharmacy Association of New York State,industry_association,neutral,Gustavo Rivera,state_senate
2024-03-21,750.0,Greater New York Hospital Association (GNYHA),industry_association,neutral,Gustavo Rivera,state_senate
2023-04-08,750.0,Elevance,health_insurer,neutral,Jeffrey Dinowitz,assembly
2022-03-03,750.0,Capital District Physicians' Health Plan (CDPHP),health_insurer,neutral,Neil D Breslin,state_senate
2026-03-31,750.0,CVS Health / Aetna,health_insurer,neutral,Pamela Hunter,assembly
2026-05-15,750.0,Medical Society of the State of New York,industry_association,neutral,James Skoufis,state_senate
2020-05-31,750.0,New York State Society of Anesthesiologists,industry_association,unknown,Michael G Dendekker,assembly
2025-04-10,750.0,NYS Podiatric Assn.,industry_association,neutral,J. Garry Pretlow,assembly
2026-01-11,750.0,New York State Dental Association PAC (NYSDAPAC),industry_association,neutral,Jeremy Cooney,state_senate
2025-08-19,750.0,Health Plan Association (HPA) PAC,industry_association,neutral,Catalina Cruz,assembly
2025-03-05,750.0,New York State Dental Association PAC (NYSDAPAC),industry_association,neutral,Rachel May,state_senate
2020-05-29,750.0,New York State Society of Anesthesiologists,industry_association,unknown,Harry Bronson,assembly
2025-03-07,750.0,Healthcare Association of New York State (HANYS),industry_association,unknown,Joshua T. Jensen,assembly
2026-01-10,750.0,New York State Dental Association PAC (NYSDAPAC),industry_association,neutral,Patricia A. Fahy,state_senate
2025-06-24,750.0,New York State Dental Association PAC (NYSDAPAC),industry_association,neutral,Crystal D Peoples,assembly
2025-12-12,750.0,UNION OF AMERICAN PHYSICIANS & DENTISTS,hospital_health_system_provider,neutral,Patrick Burke,assembly
2020-07-10,750.0,Committee for Medical Eye Care,industry_association,neutral,Todd Kaminsky,state_senate
2023-11-13,750.0,PhRMA,pharma,neutral,Michael Gianaris,state_senate
2025-03-27,750.0,NY State Psychiatric PAC,industry_association,neutral,Harry Bronson,assembly
2025-03-10,750.0,New York State Dental Association PAC (NYSDAPAC),industry_association,neutral,Jeremy Cooney,state_senate
2025-03-04,750.0,District Council 37 (DC37),union,blocker,Jessica Scarcella-Spanton,state_senate
2024-08-31,750.0,District Council 37 (DC37),union,blocker,"James Sanders, Jr.",state_senate
2021-09-24,750.0,Ny Physical Therapy Association,industry_association,neutral,Neil D Breslin,state_senate
2024-10-01,750.0,New York State Society of Anesthesiologists,industry_association,unknown,Jen Lunsford,assembly
2025-11-25,750.0,District Council 37 (DC37),union,blocker,Chantel Jackson,assembly
2026-01-07,750.0,New York State Dental Association PAC (NYSDAPAC),industry_association,neutral,James Skoufis,state_senate
2024-11-04,750.0,Abbott Laboratories,medical_device,unknown,Amy Paulin,assembly
2021-01-08,750.0,Molina Healthcare,health_insurer,neutral,Crystal D Peoples,assembly
2020-12-08,750.0,Molina Healthcare,health_insurer,neutral,Crystal D Peoples,assembly
2022-01-17,750.0,Molina Healthcare,health_insurer,neutral,Crystal D Peoples,assembly
2020-03-18,750.0,Elevance,health_insurer,neutral,Nily D Rozic,assembly
2022-06-01,750.0,Elevance,health_insurer,neutral,Nily D Rozic,assembly
2022-08-30,750.0,Chain Pharmacy Association of New York State,industry_association,neutral,Amy Paulin,assembly
2025-03-28,750.0,Chain Pharmacy Association of New York State,industry_association,neutral,Amy Paulin,assembly
2024-03-21,750.0,Greater New York Hospital Association (GNYHA),industry_association,neutral,Amy Paulin,assembly
2025-05-21,750.0,CVS Health / Aetna,health_insurer,neutral,Amy Paulin,assembly
2026-04-13,750.0,CVS Health / Aetna,health_insurer,neutral,Amy Paulin,assembly
2024-08-21,750.0,Healthcare Association of New York State (HANYS),industry_association,unknown,Jessica Scarcella-Spanton,state_senate
2024-04-08,750.0,Medical Society of the State of New York,industry_association,neutral,Neil D Breslin,state_senate
2021-09-22,750.0,Medical Society of the State of New York,industry_association,neutral,Neil D Breslin,state_senate
2026-02-05,750.0,United New York Ambulance Network (UNYAN),industry_association,neutral,Joshua T. Jensen,assembly
2025-03-24,750.0,Surgeon Pac,industry_association,neutral,Gustavo Rivera,state_senate
2021-06-18,750.0,Medical Society of the State of New York,industry_association,neutral,Diane J Savino,state_senate
2020-05-29,750.0,New York State Society of Anesthesiologists,industry_association,unknown,Michael Gianaris,assembly
2023-04-28,750.0,New York State Dental Association PAC (NYSDAPAC),industry_association,unknown,Toby Ann Stavisky,state_senate
2022-11-09,750.0,Merck,pharma,neutral,Edward C Braunstein,assembly
2024-11-15,750.0,Abbott Laboratories,medical_device,unknown,Robert G Ortt,state_senate
2025-12-18,750.0,Abbott Laboratories,medical_device,unknown,Robert G Ortt,state_senate
2020-05-28,750.0,Healthcare Association of New York State (HANYS),industry_association,neutral,Diane J Savino,state_senate
2023-05-19,750.0,NY Radiological Society,industry_association,neutral,Andrea Stewart-Cousins,state_senate
2023-07-18,750.0,Healthcare Association of New York State (HANYS),industry_association,unknown,William A. Barclay,assembly
2022-03-09,750.0,Healthcare Association of New York State (HANYS),industry_association,unknown,William A. Barclay,assembly
2020-03-04,750.0,Health Care Providers PAC,industry_association,neutral,William A. Barclay,assembly
2026-02-18,750.0,Healthcare Association of New York State (HANYS),industry_association,unknown,Andrew J Lanza,state_senate
2023-07-11,750.0,Medical Society of the State of New York,industry_association,neutral,William A. Barclay,assembly
2024-03-22,750.0,Medical Society of the State of New York,industry_association,neutral,William A. Barclay,assembly
2022-06-15,750.0,Medical Society of the State of New York,industry_association,neutral,William A. Barclay,assembly
2022-02-01,750.0,Molina Healthcare,health_insurer,neutral,Michael Gianaris,state_senate
2023-05-22,750.0,Medical Society of the State of New York,industry_association,neutral,Jessica Scarcella-Spanton,state_senate
2022-11-21,750.0,Merck,pharma,neutral,Edward P Ra,assembly
2025-03-24,750.0,New York State Society of Plastic Surgeo,industry_association,neutral,Gustavo Rivera,state_senate
2022-07-08,750.0,Medical Society of the State of New York,industry_association,neutral,Toby Ann Stavisky,state_senate
2026-04-27,750.0,Empire State Assn. of Assisted Living (ESAAL),industry_association,unknown,Didi Barrett,assembly
2025-10-30,750.0,UNION OF AMERICAN PHYSICIANS & DENTISTS,hospital_health_system_provider,neutral,Karen M. Mcmahon,assembly
2025-05-27,750.0,New York State Dental Association PAC (NYSDAPAC),industry_association,neutral,Andrew Gounardes,state_senate
2025-04-29,750.0,AbbVie,pharma,neutral,Andrea Stewart-Cousins,state_senate
2025-03-20,750.0,New York State Dental Association PAC (NYSDAPAC),industry_association,neutral,Alex William Bores,assembly
2020-03-13,750.0,Pharmacists Society of the State of New York,industry_association,unknown,Diane J Savino,state_senate
2021-10-01,750.0,Pharmacists Society of the State of New York,industry_association,unknown,Diane J Savino,state_senate
2026-01-23,750.0,New York State Dental Association PAC (NYSDAPAC),industry_association,neutral,William A. Barclay,assembly
2020-05-29,750.0,New York State Society of Anesthesiologists,industry_association,unknown,Michael Gianaris,state_senate
2021-06-22,750.0,New York State Society of Anesthesiologists,industry_association,unknown,Steven Cymbrowitz,assembly
2026-01-13,750.0,New York State Dental Association PAC (NYSDAPAC),industry_association,neutral,Andrew Gounardes,state_senate
2023-05-12,750.0,Hearing Healthcare Alliance of New York,industry_association,neutral,Toby Ann Stavisky,state_senate
2023-12-13,750.0,Montefiore Health System,hospital_health_system_provider,neutral,Andrea Stewart-Cousins,state_senate
2025-06-05,750.0,Elevance,health_insurer,neutral,Andrew D Hevesi,assembly
2023-05-04,750.0,New York Emergency Medicine,industry_association,neutral,Toby Ann Stavisky,state_senate
2022-05-28,750.0,Ny Physical Therapy Association,industry_association,neutral,Toby Ann Stavisky,state_senate
2023-12-11,750.0,Boston Pediatrics PLLC,hospital_health_system_provider,neutral,George Alvarez,assembly
2020-03-04,750.0,United New York Ambulance Network (UNYAN),industry_association,neutral,William A. Barclay,assembly
2022-08-11,750.0,Ny Physical Therapy Association,industry_association,neutral,Andrea Stewart-Cousins,state_senate
2023-03-02,750.0,Molina Healthcare,health_insurer,neutral,Jessica Scarcella-Spanton,state_senate
2023-05-12,750.0,NY Radiological Society,industry_association,neutral,Toby Ann Stavisky,state_senate
2025-03-11,750.0,New York State Society of Anesthesiologists,industry_association,neutral,William A. Barclay,assembly
2026-04-22,750.0,Nurse Practitioners Of NY State PAC,industry_association,neutral,Amy Paulin,assembly
2025-03-11,750.0,New York State Dental Association PAC (NYSDAPAC),industry_association,neutral,William A. Barclay,assembly
2020-06-23,750.0,New York State Society of Anesthesiologists,industry_association,unknown,Michael R Benedetto,assembly
2022-04-27,750.0,Medical Society of the State of New York,industry_association,neutral,Jeffrey Dinowitz,assembly
2020-06-03,750.0,New York State Society of Anesthesiologists,industry_association,unknown,Jeffrey Dinowitz,assembly
2022-02-26,750.0,Pharmacists Society of the State of New York,industry_association,unknown,Jeffrey Dinowitz,assembly
2022-01-15,750.0,Molina Healthcare,health_insurer,neutral,Jeffrey Dinowitz,assembly
2026-03-23,750.0,PhRMA,pharma,neutral,Jamaal T. Bailey,state_senate
2025-04-08,750.0,NYS Podiatric Assn.,industry_association,neutral,Amy Paulin,assembly
2022-06-17,750.0,Elevance,health_insurer,neutral,Monica Piga Wallace,assembly
2024-05-02,750.0,Health Care Providers PAC,industry_association,neutral,Amy Paulin,assembly
2023-06-12,750.0,Medical Society of the State of New York,industry_association,neutral,Jeffrey Dinowitz,assembly
2021-12-21,750.0,Vertex Pharmaceuticals,pharma,neutral,Gustavo Rivera,state_senate
2023-03-23,750.0,Upstate Health Advocacy Project (UHAP),industry_association,neutral,Gustavo Rivera,state_senate
2023-10-23,750.0,Pharmacists Society of the State of New York,industry_association,unknown,Carl Heastie,assembly
2023-03-23,750.0,NY Radiological Society,industry_association,neutral,Jeffrey Dinowitz,assembly
2020-05-29,750.0,New York State Society of Anesthesiologists,industry_association,unknown,Sean Ryan,state_senate
2022-09-15,750.0,New York State Dental Association PAC (NYSDAPAC),industry_association,neutral,Monica Piga Wallace,assembly
2022-03-16,750.0,Healthcare Association of New York State (HANYS),industry_association,unknown,Jeffrey Dinowitz,assembly
2022-10-15,750.0,Ny Physical Therapy Association,industry_association,unknown,Carl Heastie,assembly
2025-03-11,750.0,Upstate Health Advocacy Project (UHAP),industry_association,neutral,William A. Barclay,assembly
2020-03-04,750.0,New York State Society of Anesthesiologists,industry_association,neutral,William A. Barclay,assembly
2023-03-07,750.0,New York State Society of Anesthesiologists,industry_association,neutral,William A. Barclay,assembly
2020-09-28,750.0,Merck,pharma,neutral,Douglas M. Smith,assembly
2025-12-16,750.0,Abbott Laboratories,medical_device,unknown,William A. Barclay,assembly
2023-10-13,750.0,Abbott Laboratories,medical_device,unknown,William A. Barclay,assembly
2026-02-27,750.0,Healthcare Association of New York State (HANYS),industry_association,unknown,Steven D. Rhoads,state_senate
2022-09-07,750.0,Pharmacists Society of the State of New York,industry_association,unknown,Toby Ann Stavisky,state_senate
2024-11-08,750.0,Abbott Laboratories,medical_device,unknown,William A. Barclay,assembly
2021-02-26,750.0,Upstate Health Advocacy Project (UHAP),industry_association,neutral,William A. Barclay,assembly
2021-05-13,750.0,Healthcare Association of New York State (HANYS),industry_association,unknown,William A. Barclay,assembly
2023-04-05,750.0,Healthcare Association of New York State (HANYS),industry_association,unknown,William A. Barclay,assembly
2023-03-15,750.0,Healthcare Association of New York State (HANYS),industry_association,unknown,Jessica Scarcella-Spanton,state_senate
2024-10-31,750.0,Medical Society of the State of New York,industry_association,neutral,Iwen Chu,state_senate
2025-10-24,750.0,Union of AMerican Physicians & Dentist,hospital_health_system_provider,neutral,Jonathan D. Rivera,assembly
2026-02-19,750.0,New York State Dental Association PAC (NYSDAPAC),industry_association,neutral,Edward P Ra,assembly
2021-12-02,700.0,Eli Lilly,pharma,neutral,Mark Charles Walczyk,state_senate
2022-02-03,700.0,Empire State Assn. of Assisted Living (ESAAL),industry_association,neutral,Elijah Reichlin-Melnick,state_senate
2020-04-09,700.0,Elevance,health_insurer,neutral,Patricia A. Fahy,assembly
2023-12-15,700.0,Merck,pharma,neutral,Philip A. Palmesano,assembly
2020-07-06,700.0,Pfizer,pharma,unknown,Andrea Stewart-Cousins,state_senate
2023-05-12,700.0,Pharmacists Society of the State of New York,industry_association,unknown,Amy Paulin,assembly
2021-07-08,700.0,Optimized Diagnostic Imaging,imaging_diagnostics,unknown,Rodneyse Bichotte,assembly
2024-08-26,700.0,Empire State Assn. of Assisted Living (ESAAL),industry_association,unknown,Peter Harckham,state_senate
2020-01-30,700.0,Pharmacists Society of the State of New York,industry_association,unknown,Michael R Benedetto,assembly
2022-02-03,700.0,Elevance,health_insurer,neutral,Elijah Reichlin-Melnick,state_senate
2023-05-19,700.0,United New York Ambulance Network (UNYAN),industry_association,neutral,Mark C. Walczyk,state_senate
2020-10-27,700.0,Healthcare Association of New York State (HANYS),industry_association,unknown,Crystal D Peoples,assembly
2021-12-02,700.0,Eli Lilly,pharma,neutral,Mark Charles Walczyk,assembly
