contribution_date,amount,contributor_name,sector_category,alignment,candidate_name,office
2026-03-12,2000.0,Niagara Rehab and Nursing Center,post_acute_long_term_care,neutral,Bruce  Blakeman,governor
2021-10-23,2000.0,New York State Society of Anesthesiologists,industry_association,neutral,Kathleen C. Hochul,governor
2022-03-11,2000.0,Pharmacists Society of the State of New York,industry_association,unknown,Gustavo Rivera,state_senate
2026-03-02,2000.0,Coalition of Asian-American Independent Practice Associations,industry_association,unknown,Grace Lee,state_senate
2023-06-02,2000.0,Healthcare Association of New York State (HANYS),industry_association,unknown,Gustavo Rivera,state_senate
2024-11-22,2000.0,Coalition of Asian-American Independent Practice Associations,industry_association,unknown,Michelle Hinchey,state_senate
2025-05-20,2000.0,Coalition of Asian-American Independent Practice Associations,industry_association,unknown,Michelle Hinchey,state_senate
2025-12-03,2000.0,Park Nursing Home,post_acute_long_term_care,neutral,Kathleen C. Hochul,governor
2023-03-01,2000.0,Elevance,health_insurer,neutral,Andrew Gounardes,state_senate
2024-03-13,2000.0,Healthcare Association of New York State (HANYS),industry_association,unknown,David I Weprin,assembly
2021-03-11,2000.0,Healthcare Association of New York State (HANYS),industry_association,unknown,Gustavo Rivera,state_senate
2025-05-05,2000.0,NY Assn. of Nurse Anesthetists,industry_association,neutral,Alicia A. Hyndman,assembly
2020-01-07,2000.0,New York State Dental Association PAC (NYSDAPAC),industry_association,unknown,Andrew Gounardes,state_senate
2020-02-24,2000.0,New York State Dental Association PAC (NYSDAPAC),industry_association,unknown,Andrew Gounardes,state_senate
2026-01-31,2000.0,New York State Dental Association PAC (NYSDAPAC),industry_association,neutral,Toby Ann Stavisky,state_senate
2022-04-23,2000.0,Empire Adult Day Care Center Inc,adult_day_care,neutral,Thomas R. Suozzi,governor
2024-05-13,2000.0,Cigna,health_insurer,neutral,Sean Ryan,state_senate
2021-06-07,2000.0,United Healthcare / UnitedHealth Group (UHC/UHG),health_insurer,neutral,Carl Heastie,assembly
2025-11-20,2000.0,Coalition of Asian-American Independent Practice Associations,industry_association,unknown,Edward C Braunstein,assembly
2022-05-19,2000.0,Latina Medical Office PC,hospital_health_system_provider,neutral,Thomas R. Suozzi,governor
2020-10-19,2000.0,Committee for Medical Eye Care,industry_association,neutral,Toby Ann Stavisky,state_senate
2025-03-28,2000.0,New York State Society of Anesthesiologists,industry_association,unknown,Toby Ann Stavisky,state_senate
2026-03-12,2000.0,New York State Society of Anesthesiologists,industry_association,unknown,Toby Ann Stavisky,state_senate
2025-07-11,2000.0,Morningside Nursing and Rehabilitation,post_acute_long_term_care,neutral,Kathleen C. Hochul,governor
2024-02-02,2000.0,Coalition of Asian-American Independent Practice Associations,industry_association,unknown,Jen Lunsford,assembly
2026-01-07,2000.0,Coalition of Asian-American Independent Practice Associations,industry_association,unknown,Jen Lunsford,assembly
2024-07-11,2000.0,Medical Society of the State of New York,industry_association,neutral,Patricia A. Fahy,state_senate
2023-02-24,2000.0,Empire State Assn. of Assisted Living (ESAAL),industry_association,neutral,Amy Paulin,assembly
2023-07-11,2000.0,Carillon Nursing & Rehab Center,post_acute_long_term_care,neutral,Kathleen C. Hochul,governor
2022-01-14,2000.0,New York State Society of Anesthesiologists,industry_association,unknown,Carl Heastie,assembly
2023-07-11,2000.0,Brookhaven Rehabilitation and Health Car,post_acute_long_term_care,neutral,Kathleen C. Hochul,governor
2022-09-19,2000.0,Centene,health_insurer,neutral,Kathleen C. Hochul,governor
2024-10-22,2000.0,NYS Podiatric Assn.,industry_association,neutral,"Albert A Stirpe, Jr.",assembly
2025-12-03,2000.0,Rockaway Care Center,hospital_health_system_provider,neutral,Kathleen C. Hochul,governor
2022-10-31,2000.0,NY Assn. of Nurse Anesthetists,industry_association,neutral,Samra Brouk,state_senate
2024-10-29,2000.0,NYS Podiatric Assn.,industry_association,neutral,Christopher W. Eachus,assembly
2025-03-28,2000.0,Cigna,health_insurer,neutral,Amy Paulin,assembly
2023-07-11,2000.0,Bay Park Center for Nursing & Rehab,post_acute_long_term_care,neutral,Kathleen C. Hochul,governor
2024-02-01,2000.0,Merck,pharma,neutral,Gustavo Rivera,state_senate
2023-02-21,2000.0,Pharmacists Society of the State of New York,industry_association,unknown,Amy Paulin,assembly
2022-11-07,2000.0,New York State Dental Association PAC (NYSDAPAC),industry_association,unknown,Samra Brouk,state_senate
2023-07-11,2000.0,Sea Crest Nursing and Rehabilitation Center,post_acute_long_term_care,neutral,Kathleen C. Hochul,governor
2023-03-20,2000.0,Pharmacists Society of the State of New York,industry_association,unknown,Gustavo Rivera,state_senate
2022-10-31,2000.0,NY Assn. of Nurse Anesthetists,industry_association,neutral,Samra Brouk,state_senate
2022-02-28,2000.0,Committee for Medical Eye Care,industry_association,neutral,Deborah Glick,assembly
2024-10-15,2000.0,NYS Podiatric Assn.,industry_association,neutral,Stacey G. Pheffer Amato,assembly
2026-03-23,2000.0,Ledo Medical Rehabilitation PLLC,hospital_health_system_provider,neutral,Bruce  Blakeman,governor
2022-07-13,2000.0,Healthcare Association of New York State (HANYS),industry_association,unknown,Patrick M Gallivan,state_senate
2024-10-29,2000.0,Merck,pharma,neutral,Toby Ann Stavisky,state_senate
2023-06-08,2000.0,Cigna,health_insurer,neutral,Sean Ryan,state_senate
2025-05-05,2000.0,New York Chiropractic Pac,industry_association,neutral,Andrew Gounardes,state_senate
2022-09-12,2000.0,Cigna,health_insurer,neutral,Sean Ryan,state_senate
2022-05-24,2000.0,NY Chiropractic PAC,industry_association,neutral,Daniel J. O'Donnell,assembly
2024-10-29,2000.0,Elevance,health_insurer,neutral,Patricia A. Fahy,state_senate
2020-10-19,2000.0,Healthcare Association of New York State (HANYS),industry_association,unknown,Carl Heastie,assembly
2024-11-04,2000.0,Coalition of Asian-American Independent Practice Associations,industry_association,unknown,Patricia A. Fahy,state_senate
2022-09-12,2000.0,Sea Crest Dialysis Center,renal_dialysis,neutral,Kathleen C. Hochul,governor
2022-09-30,2000.0,Healthcare Association of New York State (HANYS),industry_association,unknown,Carl Heastie,assembly
2026-04-02,2000.0,Cigna,health_insurer,neutral,Carl Heastie,assembly
2025-07-11,2000.0,Shore View Nursing and Rehabilitation Center,post_acute_long_term_care,neutral,Kathleen C. Hochul,governor
2024-10-29,2000.0,NYS Podiatric Assn.,industry_association,neutral,Jen Lunsford,assembly
2023-03-07,2000.0,Elevance,health_insurer,neutral,Amy Paulin,assembly
2023-02-06,2000.0,New York State Dental Association PAC (NYSDAPAC),industry_association,unknown,Amy Paulin,assembly
2024-11-08,2000.0,NYS Podiatric Assn.,industry_association,neutral,Phara Souffrant Forrest,assembly
2024-01-09,2000.0,Merck,pharma,neutral,Carl Heastie,assembly
2025-12-03,2000.0,Brooklyn Gardens Nursing and Rehabilitat,post_acute_long_term_care,neutral,Kathleen C. Hochul,governor
2022-07-08,2000.0,District Council 37 (DC37),union,blocker,Latrice Walker,assembly
2024-02-23,2000.0,New York State Society of Anesthesiologists,industry_association,unknown,Andrew Gounardes,state_senate
2025-04-15,2000.0,New York State Dental Association PAC (NYSDAPAC),industry_association,neutral,Gustavo Rivera,state_senate
2021-11-26,2000.0,NY State Psychiatric PAC,industry_association,neutral,Kathleen C. Hochul,governor
2024-03-10,2000.0,Healthcare Association of New York State (HANYS),industry_association,unknown,David I Weprin,assembly
2022-03-01,2000.0,NY State Psychiatric PAC,industry_association,neutral,Kathleen C. Hochul,governor
2023-06-07,2000.0,Elevance,health_insurer,neutral,David I Weprin,assembly
2023-07-11,2000.0,Hillside Manor Rehabilitation and Extend,post_acute_long_term_care,neutral,Kathleen C. Hochul,governor
2021-08-23,2000.0,Merck,pharma,neutral,Alicia A. Hyndman,assembly
2024-05-22,2000.0,New York State Dental Association PAC (NYSDAPAC),industry_association,unknown,Samra Brouk,state_senate
2022-10-08,2000.0,Merck,pharma,neutral,Alicia A. Hyndman,assembly
2020-11-06,2000.0,American Assoc. of Orthopedic Surgeons,industry_association,neutral,Neil D Breslin,state_senate
2024-01-12,2000.0,Coalition of Asian-American Independent Practice Associations,industry_association,unknown,Samra Brouk,state_senate
2024-03-13,2000.0,Pharmacists Society of the State of New York,industry_association,unknown,Gustavo Rivera,state_senate
2023-07-11,2000.0,Morningside Nursing and Rehabilitation,post_acute_long_term_care,neutral,Kathleen C. Hochul,governor
2022-10-03,2000.0,Healthcare Association of New York State (HANYS),industry_association,unknown,Peter Harckham,state_senate
2026-04-27,2000.0,Cigna,health_insurer,neutral,Alicia A. Hyndman,assembly
2025-03-10,2000.0,New York State Dental Association PAC (NYSDAPAC),industry_association,neutral,Amy Paulin,assembly
2024-03-07,2000.0,Carezone Physical Therapy PC,hospital_health_system_provider,neutral,Ron Kim,assembly
2025-12-03,2000.0,Caton Park Nursing Home,post_acute_long_term_care,neutral,Kathleen C. Hochul,governor
2024-06-13,2000.0,Healthcare Association of New York State (HANYS),industry_association,unknown,Toby Ann Stavisky,state_senate
2024-10-31,2000.0,NYS Podiatric Assn.,industry_association,neutral,Harry Bronson,assembly
2025-11-17,2000.0,Empire State Assn. of Assisted Living (ESAAL),industry_association,unknown,Gustavo Rivera,state_senate
2023-08-04,2000.0,Healthcare Association of New York State (HANYS),industry_association,unknown,Patrick M Gallivan,state_senate
2020-04-23,2000.0,NY Chiropractic PAC,industry_association,neutral,Carl Heastie,assembly
2021-11-15,2000.0,NY State Psychiatric PAC,industry_association,neutral,Kathleen C. Hochul,governor
2025-05-05,2000.0,Shu's Dental PC,hospital_health_system_provider,neutral,Ron Kim,assembly
2025-07-11,2000.0,Peninsula Nursing & Rehabilitation Cente,post_acute_long_term_care,neutral,Kathleen C. Hochul,governor
2023-07-11,2000.0,Highland View Care Center LLC,hospital_health_system_provider,neutral,Kathleen C. Hochul,governor
2021-08-15,2000.0,Health Now Pac,industry_association,neutral,Patrick M Gallivan,state_senate
2026-03-13,2000.0,Pine Plains Pharmacy,pharmacy,neutral,Kathleen C. Hochul,governor
2025-11-06,2000.0,New York State Society of Anesthesiologists,industry_association,neutral,Crystal D Peoples,assembly
2026-04-27,2000.0,Committee for Medical Eye Care,industry_association,neutral,Alicia A. Hyndman,assembly
2024-04-22,2000.0,New York Chiropractic Pac,industry_association,neutral,Andrew Gounardes,state_senate
2023-06-23,2000.0,New York State Dental Association PAC (NYSDAPAC),industry_association,unknown,Sarah Hart Clark,assembly
2022-09-12,2000.0,Mills Pond Dialysis Center LLC,renal_dialysis,neutral,Kathleen C. Hochul,governor
2022-09-12,2000.0,Morningside Dialysis Center,renal_dialysis,neutral,Kathleen C. Hochul,governor
2025-03-31,2000.0,NY Assn. of Nurse Anesthetists,industry_association,neutral,Carl Heastie,assembly
2023-06-02,2000.0,New York State Society of PAs PAC,industry_association,neutral,Gustavo Rivera,state_senate
2022-09-12,2000.0,East Neck Nursing and Rehab Center,post_acute_long_term_care,neutral,Kathleen C. Hochul,governor
2024-10-15,2000.0,NYS Podiatric Assn.,industry_association,neutral,Sarah Hart Clark,assembly
2022-10-18,2000.0,Main Foot and Ankle Clinic LLC,hospital_health_system_provider,neutral,Andrew Gounardes,state_senate
2023-07-11,2000.0,Horizon Care Center,hospital_health_system_provider,neutral,Kathleen C. Hochul,governor
2022-09-12,2000.0,Workmens Circle Dialysis Management LLC,renal_dialysis,neutral,Kathleen C. Hochul,governor
2021-12-03,2000.0,Friends of Community Oncology PAC,industry_association,unknown,Lee Michael Zeldin,governor
2025-07-07,2000.0,NY Assn. of Nurse Anesthetists,industry_association,neutral,Toby Ann Stavisky,state_senate
2022-03-21,2000.0,Affiliate Adult Residents Care Inc,other_healthcare_related,neutral,Jumaane D. Williams,governor
2024-11-04,2000.0,NYS Podiatric Assn.,industry_association,neutral,Alicia A. Hyndman,assembly
2024-10-15,2000.0,Healthcare Association of New York State (HANYS),industry_association,unknown,Samra Brouk,state_senate
2025-12-03,2000.0,Hempstead Park Nursing Home,post_acute_long_term_care,neutral,Kathleen C. Hochul,governor
2022-05-18,2000.0,Healthcare Association of New York State (HANYS),industry_association,unknown,Patrick M Gallivan,state_senate
2021-04-27,2000.0,EmblemHealth,health_insurer,neutral,Peter Harckham,state_senate
2023-07-11,2000.0,Upper East Side Rehabilitation and Nursing,post_acute_long_term_care,neutral,Kathleen C. Hochul,governor
2021-06-11,2000.0,NY Assn. of Nurse Anesthetists,industry_association,neutral,Richard N Gottfried,assembly
2022-02-24,2000.0,MS Alam Medical Care PC,hospital_health_system_provider,neutral,Thomas R. Suozzi,governor
2026-04-01,2000.0,Merck,pharma,neutral,Edward P Ra,assembly
2024-09-24,2000.0,Healthcare Association of New York State (HANYS),industry_association,unknown,Edward C Braunstein,assembly
2023-03-21,2000.0,Healthcare Association of New York State (HANYS),industry_association,unknown,Amy Paulin,assembly
2025-12-01,2000.0,Long Island Surgical PLLC,hospital_health_system_provider,neutral,Kathleen C. Hochul,governor
2022-09-30,2000.0,Healthcare Association of New York State (HANYS),industry_association,unknown,Neil D Breslin,state_senate
2021-06-06,2000.0,New York State Dental Association PAC (NYSDAPAC),industry_association,unknown,Edward P Ra,assembly
2020-03-12,2000.0,Pharmacists Society of the State of New York,industry_association,unknown,Richard N Gottfried,assembly
2022-02-24,2000.0,Latina Medical Office PC,hospital_health_system_provider,neutral,Thomas R. Suozzi,governor
2020-05-28,2000.0,NY Chiropractic PAC,industry_association,neutral,Toby Ann Stavisky,state_senate
2021-05-28,2000.0,NY Chiropractic PAC,industry_association,neutral,Toby Ann Stavisky,state_senate
2023-04-21,2000.0,Healthcare Association of New York State (HANYS),industry_association,unknown,Gustavo Rivera,state_senate
2021-11-30,2000.0,NYS Podiatric Assn.,industry_association,neutral,Toby Ann Stavisky,state_senate
2020-03-03,2000.0,Medical Society of the State of New York,industry_association,neutral,Gustavo Rivera,state_senate
2022-03-11,2000.0,Elevance,health_insurer,neutral,Gustavo Rivera,state_senate
2021-12-03,2000.0,Eli Lilly,pharma,neutral,Crystal D Peoples,assembly
2021-10-11,2000.0,NYU Langone Health,hospital_health_system_provider,neutral,Kathleen C. Hochul,governor
2023-07-11,2000.0,Kingsway Arms Nursing Center,post_acute_long_term_care,neutral,Kathleen C. Hochul,governor
2021-07-16,2000.0,Friends of Community Oncology PAC,industry_association,unknown,Lee Michael Zeldin,governor
2023-05-12,2000.0,NY Assn. of Nurse Anesthetists,industry_association,neutral,Toby Ann Stavisky,state_senate
2022-05-19,2000.0,ZWH Medical Care PC,hospital_health_system_provider,neutral,Thomas R. Suozzi,governor
2022-09-30,2000.0,Healthcare Association of New York State (HANYS),industry_association,unknown,Amy Paulin,assembly
2024-10-28,2000.0,NYS Podiatric Assn.,industry_association,neutral,Angelo L Santabarbara,assembly
2023-07-11,2000.0,East Neck Nursing and Rehab Center,post_acute_long_term_care,neutral,Kathleen C. Hochul,governor
2025-07-11,2000.0,East Neck Nursing and Rehab Center,post_acute_long_term_care,neutral,Kathleen C. Hochul,governor
2021-06-22,2000.0,NY Assn. of Nurse Anesthetists,industry_association,neutral,Toby Ann Stavisky,state_senate
2022-04-11,2000.0,New York State Society of PAs PAC,industry_association,neutral,Kathleen C. Hochul,governor
2024-03-05,2000.0,Committee for Medical Eye Care,industry_association,neutral,Toby Ann Stavisky,state_senate
2024-11-01,2000.0,NYS Podiatric Assn.,industry_association,neutral,Donna A Lupardo,assembly
2022-03-01,2000.0,Union Plaza Nursing Home,post_acute_long_term_care,neutral,Kathleen C. Hochul,governor
2021-11-19,2000.0,United New York Ambulance Network (UNYAN),industry_association,neutral,Kathleen C. Hochul,governor
2026-01-11,2000.0,New York State Dental Association PAC (NYSDAPAC),industry_association,neutral,Gustavo Rivera,state_senate
2024-04-02,2000.0,Brookhaven Care Center LLC,hospital_health_system_provider,neutral,Stacey G. Pheffer Amato,assembly
2020-03-09,2000.0,Merck,pharma,neutral,Toby Ann Stavisky,state_senate
2025-07-11,2000.0,Upper East Side Rehabilitation and Nursing,post_acute_long_term_care,neutral,Kathleen C. Hochul,governor
2022-03-25,2000.0,NY Assn. of Nurse Anesthetists,industry_association,neutral,Toby Ann Stavisky,state_senate
2022-05-20,2000.0,NY Assn. of Nurse Anesthetists,industry_association,neutral,Toby Ann Stavisky,state_senate
2020-05-28,2000.0,Merck,pharma,neutral,Toby Ann Stavisky,state_senate
2020-10-30,2000.0,Leadingage New York Pac,industry_association,neutral,Susan J Serino,assembly
2025-03-31,2000.0,New York State Dental Association PAC (NYSDAPAC),industry_association,neutral,Alicia A. Hyndman,assembly
2022-09-26,2000.0,Immigrant Elder Home Care LLC,post_acute_long_term_care,neutral,Kathleen C. Hochul,governor
2021-11-13,2000.0,NY Chiropractic PAC,industry_association,neutral,Carl Heastie,assembly
2021-10-30,1800.0,New York State Dental Association PAC (NYSDAPAC),industry_association,neutral,Michael Gianaris,state_senate
2022-09-16,1800.0,Dr Moysik Medical PC,hospital_health_system_provider,neutral,Lee Michael Zeldin,governor
2021-10-30,1800.0,New York State Dental Association PAC (NYSDAPAC),industry_association,neutral,Michael Gianaris,assembly
2022-11-03,1800.0,New York State Dental Association PAC (NYSDAPAC),industry_association,unknown,James N. Tedisco,state_senate
2022-11-21,1800.0,NY Assn. of Nurse Anesthetists,industry_association,neutral,Jeremy Cooney,state_senate
2022-10-24,1785.03,Caring Majority Rising Action PAC,industry_association,neutral,Sarahana Shrestha,assembly
2022-09-19,1765.53,Caring Majority Rising Action PAC,industry_association,neutral,Michelle Hinchey,state_senate
2022-10-07,1765.53,Caring Majority Rising Action PAC,industry_association,neutral,Rachel May,state_senate
2020-09-23,1750.0,Healthcare Association of New York State (HANYS),industry_association,unknown,Monica R. Martinez,state_senate
2026-05-06,1750.0,New York State Dental Association PAC (NYSDAPAC),industry_association,neutral,Carrie Woerner,assembly
2024-03-11,1750.0,New York State Dental Association PAC (NYSDAPAC),industry_association,unknown,Toby Ann Stavisky,state_senate
2022-06-02,1700.0,Cigna,health_insurer,neutral,Kevin Cahill,assembly
2020-02-27,1700.0,New York State Dental Association PAC (NYSDAPAC),industry_association,neutral,Richard N Gottfried,assembly
2023-08-28,1611.16,Horizon Home Care Services Inc.,post_acute_long_term_care,neutral,Samuel Tzvi Berger,assembly
2023-08-28,1611.16,Horizon Home Care Services Inc.,post_acute_long_term_care,neutral,Samuel Tzvi Berger,assembly
2020-09-25,1600.0,"Visiting Nurses Association Of Cny, Inc",industry_association,neutral,Joseph A. Griffo,state_senate
2021-08-10,1600.0,Healthcare Association of New York State (HANYS),industry_association,unknown,Patrick M Gallivan,state_senate
2020-07-25,1500.0,Upstate Health Advocacy Project (UHAP),industry_association,neutral,Michael Gianaris,assembly
2020-10-16,1500.0,Healthcare Association of New York State (HANYS),industry_association,unknown,Andrew J Lanza,state_senate
2023-06-29,1500.0,Healthcare Association of New York State (HANYS),industry_association,unknown,Michael Gianaris,state_senate
2024-10-23,1500.0,Merck,pharma,neutral,Michael Gianaris,state_senate
2023-05-22,1500.0,Healthcare Association of New York State (HANYS),industry_association,unknown,Toby Ann Stavisky,state_senate
2026-04-08,1500.0,Empire State Assn. of Assisted Living (ESAAL),industry_association,unknown,William B Magnarelli,assembly
2025-04-23,1500.0,Empire State Assn. of Assisted Living (ESAAL),industry_association,unknown,William B Magnarelli,assembly
2024-10-29,1500.0,Healthcare Association of New York State (HANYS),industry_association,neutral,Andrew Gounardes,state_senate
2022-07-06,1500.0,IQBAL DENTAL GROUP,hospital_health_system_provider,neutral,Philip Ramos,assembly
2022-10-22,1500.0,Healthcare Association of New York State (HANYS),industry_association,unknown,Andrew J Lanza,state_senate
2024-06-18,1500.0,Healthcare Association of New York State (HANYS),industry_association,unknown,Andrew J Lanza,state_senate
2022-05-25,1500.0,Healthcare Association of New York State (HANYS),industry_association,unknown,Andrew J Lanza,state_senate
2024-09-10,1500.0,Molina Healthcare,health_insurer,neutral,Pamela Hunter,assembly
2022-08-10,1500.0,Merck,pharma,neutral,Michael Gianaris,state_senate
2026-04-02,1500.0,Coalition of Asian-American Independent Practice Associations,industry_association,unknown,William J Weber Jr.,state_senate
2024-10-29,1500.0,NYS Podiatric Assn.,industry_association,neutral,Paula Elaine Kay,assembly
2022-05-16,1500.0,New York State Dental Association PAC (NYSDAPAC),industry_association,unknown,Anna M. Kaplan,state_senate
2024-10-29,1500.0,NYS Podiatric Assn.,industry_association,neutral,Thomas J Schiavoni,assembly
2026-07-01,1500.0,Upstate Health Advocacy Project (UHAP),industry_association,neutral,Kathleen C. Hochul,governor
2022-05-05,1500.0,Washington Center for Rehabilitation and,post_acute_long_term_care,neutral,Kathleen C. Hochul,governor
2020-10-22,1500.0,Hudson Valley Medical Building LLC,hospital_health_system_provider,neutral,Rob P. Astorino,governor
2022-04-29,1500.0,Schenectady Center for Rehabilitation an,post_acute_long_term_care,neutral,Kathleen C. Hochul,governor
2021-12-15,1500.0,New York Oncology Hematology,hospital_health_system_provider,neutral,Kathleen C. Hochul,governor
2026-03-12,1500.0,Humboldt House Nursing and Rehab,post_acute_long_term_care,neutral,Bruce  Blakeman,governor
2023-06-23,1500.0,Healthcare Association of New York State (HANYS),industry_association,unknown,Michael Gianaris,state_senate
2022-01-13,1500.0,Coalition of Asian-American Independent Practice Associations,industry_association,unknown,Michael Gianaris,state_senate
2022-05-05,1500.0,NY Assn. of Nurse Anesthetists,industry_association,neutral,Sarah Hart Clark,assembly
2022-10-14,1500.0,Coalition of Asian-American Independent Practice Associations,industry_association,unknown,Toby Ann Stavisky,state_senate
2020-07-07,1500.0,Pharmacists Society of the State of New York,industry_association,unknown,Michael Gianaris,assembly
2025-05-19,1500.0,New York Emergency Medicine,industry_association,neutral,Michael Gianaris,assembly
2024-10-08,1500.0,United Healthcare / UnitedHealth Group (UHC/UHG),health_insurer,neutral,Michael Gianaris,assembly
2024-11-21,1500.0,Merck,pharma,neutral,Jamaal T. Bailey,state_senate
2025-04-24,1500.0,Healthcare Association of New York State (HANYS),industry_association,unknown,Patricia A. Fahy,state_senate
2025-05-30,1500.0,New York State Society of Anesthesiologists,industry_association,unknown,Patricia A. Fahy,state_senate
2026-03-10,1500.0,NY Assn. of Nurse Anesthetists,industry_association,neutral,Patricia A. Fahy,state_senate
2024-02-02,1500.0,NYS Podiatric Assn.,industry_association,neutral,J. Garry Pretlow,assembly
2024-10-26,1500.0,NY State Psychiatric PAC,industry_association,neutral,Patricia A. Fahy,state_senate
2023-05-05,1500.0,Pharmacists Society of the State of New York,industry_association,unknown,Neil D Breslin,state_senate
2024-04-02,1500.0,Healthcare Association of New York State (HANYS),industry_association,unknown,Erik Martin Dilan,assembly
2020-05-08,1500.0,Merck,pharma,neutral,Michael Gianaris,state_senate
2022-10-19,1500.0,Healthcare Association of New York State (HANYS),industry_association,unknown,Rachel May,state_senate
2020-10-22,1500.0,Hudson Valley Medical Building LLC,hospital_health_system_provider,neutral,Rob P. Astorino,state_senate
2020-03-12,1500.0,Elevance,health_insurer,neutral,Neil D Breslin,state_senate
2023-06-01,1500.0,Healthcare Association of New York State (HANYS),industry_association,unknown,Neil D Breslin,state_senate
2023-06-22,1500.0,Healthcare Association of New York State (HANYS),industry_association,unknown,Liz Krueger,state_senate
2025-05-19,1500.0,New York Emergency Medicine,industry_association,neutral,Michael Gianaris,state_senate
2020-07-07,1500.0,Pharmacists Society of the State of New York,industry_association,unknown,Michael Gianaris,state_senate
2020-07-25,1500.0,Upstate Health Advocacy Project (UHAP),industry_association,neutral,Michael Gianaris,state_senate
2020-09-15,1500.0,United Healthcare / UnitedHealth Group (UHC/UHG),health_insurer,neutral,Michael Gianaris,state_senate
2024-10-08,1500.0,United Healthcare / UnitedHealth Group (UHC/UHG),health_insurer,neutral,Michael Gianaris,state_senate
2022-01-19,1500.0,Fiorello Pharmaceuticals Inc.,pharma,neutral,Kathleen C. Hochul,governor
2022-01-11,1500.0,Healthcare Association of New York State (HANYS),industry_association,neutral,Andrew Gounardes,state_senate
2024-03-23,1500.0,NYS Podiatric Assn.,industry_association,neutral,Carl Heastie,assembly
2026-04-02,1500.0,Healthcare Association of New York State (HANYS),industry_association,neutral,Toby Ann Stavisky,state_senate
2024-05-20,1500.0,New York State Dental Association PAC (NYSDAPAC),industry_association,neutral,Taylor Darling,state_senate
2022-10-25,1500.0,Healthcare Association of New York State (HANYS),industry_association,unknown,Elijah Reichlin-Melnick,state_senate
2024-02-21,1500.0,New York State Dental Association PAC (NYSDAPAC),industry_association,unknown,Taylor Darling,state_senate
2024-06-23,1500.0,District Council 37 (DC37),union,blocker,Taylor Darling,state_senate
2022-09-23,1500.0,Morningside Nursing and Rehab Center,post_acute_long_term_care,neutral,Alec Brook-Krasny,assembly
2026-03-24,1500.0,Merck,pharma,neutral,Edward C Braunstein,assembly
2025-10-02,1500.0,Healthcare Association of New York State (HANYS),industry_association,unknown,Crystal D Peoples,assembly
2023-12-05,1500.0,Healthcare Association of New York State (HANYS),industry_association,unknown,Crystal D Peoples,assembly
2023-09-18,1500.0,Healthcare Association of New York State (HANYS),industry_association,unknown,Carl Heastie,assembly
2020-12-03,1500.0,Committee for Medical Eye Care,industry_association,neutral,Deborah Glick,assembly
2026-03-12,1500.0,NY Radiological Society,industry_association,neutral,Toby Ann Stavisky,state_senate
2020-09-23,1500.0,Healthcare Association of New York State (HANYS),industry_association,unknown,Charles D Lavine,assembly
2024-05-24,1500.0,Healthcare Association of New York State (HANYS),industry_association,unknown,Demond Meeks,assembly
2022-09-30,1500.0,Healthcare Association of New York State (HANYS),industry_association,unknown,Patrick M Gallivan,state_senate
2021-10-20,1500.0,Elevance,health_insurer,neutral,Carrie Woerner,assembly
2024-07-28,1500.0,Healthcare Association of New York State (HANYS),industry_association,unknown,Carl Heastie,assembly
2026-06-22,1500.0,NY Chiropractic PAC,industry_association,neutral,Toby Ann Stavisky,state_senate
2024-10-21,1500.0,United Healthcare / UnitedHealth Group (UHC/UHG),health_insurer,neutral,Carl Heastie,assembly
2025-03-20,1500.0,New York Emergency Medicine,industry_association,neutral,Carl Heastie,assembly
2022-05-02,1500.0,New York State Dental Association PAC (NYSDAPAC),industry_association,neutral,Donna A Lupardo,assembly
2022-10-24,1500.0,Healthcare Association of New York State (HANYS),industry_association,unknown,Toby Ann Stavisky,state_senate
2020-09-28,1500.0,Elevance,health_insurer,neutral,Thomas F O'Mara,state_senate
2021-06-07,1500.0,Buffalo Pharmacies Inc,pharmacy,neutral,"Edward A. Rath, Iii",state_senate
2025-10-16,1500.0,Healthcare Association of New York State (HANYS),industry_association,unknown,Christopher J. Ryan,state_senate
2021-07-15,1500.0,Elevance,health_insurer,neutral,Andrew Gounardes,state_senate
2020-08-11,1500.0,New York State Dental Association PAC (NYSDAPAC),industry_association,neutral,William A. Barclay,assembly
2022-09-30,1500.0,Alhadded Physician Services PLLC,hospital_health_system_provider,neutral,Andrew Gounardes,state_senate
2023-07-13,1500.0,Coalition of Asian-American Independent Practice Associations,industry_association,neutral,Andrew Gounardes,state_senate
2023-09-22,1500.0,Coalition of Asian-American Independent Practice Associations,industry_association,neutral,Andrew Gounardes,state_senate
2022-09-30,1500.0,Canaan Pharmacy INC,pharmacy,neutral,Andrew Gounardes,state_senate
2024-07-08,1500.0,Coalition of Asian-American Independent Practice Associations,industry_association,unknown,Nathalia Fernandez,state_senate
2022-11-07,1500.0,First District Dental Society Political,industry_association,neutral,Grace Lee,assembly
2022-05-20,1500.0,Health Plan Association (HPA) PAC,industry_association,neutral,Andrew D Hevesi,assembly
2022-08-12,1500.0,Pharmacists Society of the State of New York,industry_association,unknown,Nathalia Fernandez,state_senate
2022-09-20,1500.0,Pfizer,pharma,unknown,Elijah Reichlin-Melnick,state_senate
2020-05-18,1500.0,Beverley's Home Health Care Inc.,post_acute_long_term_care,neutral,Hiram Monserrate,assembly
2022-04-05,1500.0,New York State Society of Anesthesiologists,industry_association,neutral,Vivian E Cook,assembly
